customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,ltv,engagement_score,charges_per_tenure,has_multiple_services,is_new_customer,is_high_value,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,InternetService_Fiber optic,InternetService_No,tenure_group_12-24mo,tenure_group_24-48mo,tenure_group_48+mo,monthly_charges_category_Medium,monthly_charges_category_High,R_score,F_score,M_score,RFM_Score,RFM_Segment,KMeans_Cluster
5136-RGMZO,Male,0,0,0,31,1,1,0,1,0,1,1,0,1,71.05,2168.15,,2202.55,5,67.7546875,1,0,0,False,False,False,True,False,False,False,False,True,False,False,True,3,4,4,11,Established,1
8345-MVDYC,Female,0,0,0,45,1,0,1,0,1,1,1,1,0,81.65,3618.7,,3674.250000000001,7,78.66739130434782,1,0,0,False,True,False,False,False,False,False,False,True,False,False,True,2,5,4,11,Established,1
8226-BXGES,Male,0,1,0,64,1,1,1,1,1,0,0,0,0,89.45,5692.65,,5724.8,5,87.57923076923076,1,0,1,True,False,False,False,False,True,False,False,False,True,False,True,1,4,5,10,Established,2
3877-JRJIP,Male,0,0,0,1,1,1,0,0,0,0,1,0,1,59.85,59.85,,59.85,3,29.925,1,1,0,False,False,False,True,False,False,False,False,False,False,True,False,5,2,1,8,Developing,3
8375-DKEBR,Female,1,0,0,1,1,0,0,0,0,0,0,0,1,69.6,69.6,,69.6,2,34.8,0,1,0,False,False,False,True,False,True,False,False,False,False,True,False,5,2,1,8,Developing,3
9705-IOVQQ,Male,1,1,1,61,1,1,0,1,0,0,1,1,0,99.0,5969.3,,6039.0,5,96.27903225806452,1,0,1,True,False,False,True,False,True,False,False,False,True,False,True,1,4,5,10,Established,2
1015-OWJKI,Male,0,0,0,1,1,0,0,0,0,0,0,0,0,19.05,19.05,,19.05,1,9.525,0,1,0,False,False,False,False,True,False,True,False,False,False,False,False,5,1,1,7,Developing,0
7511-YMXVQ,Male,0,0,0,9,0,0,0,0,0,0,1,1,1,45.4,418.8,,408.6,3,41.88,1,0,0,False,False,False,True,False,False,False,False,False,False,True,False,5,2,2,9,Developing,3
2040-XBAVJ,Male,0,1,1,72,1,1,1,1,1,1,1,1,0,114.45,8100.55,,8240.4,8,110.9664383561644,1,0,1,False,True,False,False,False,True,False,False,False,True,False,True,1,5,5,11,Established,2
7551-JOHTI,Female,0,0,0,1,1,0,0,0,0,0,0,0,0,19.5,19.5,,19.5,1,9.75,0,1,0,False,False,False,False,True,False,True,False,False,False,False,False,5,1,1,7,Developing,0
8887-IPQNC,Female,0,1,0,7,1,0,0,0,0,0,0,0,1,44.25,313.45,,309.75,2,39.18125,0,0,0,False,False,False,False,True,False,False,False,False,False,True,False,5,2,2,9,Developing,3
8646-JCOMS,Female,0,1,0,66,1,1,0,1,1,1,0,0,1,90.55,6130.95,,5976.3,5,91.50671641791044,1,0,1,True,False,False,False,False,True,False,False,False,True,False,True,1,4,5,10,Established,2
9804-ICWBG,Male,0,0,0,1,1,0,0,0,0,0,0,0,1,69.9,69.9,,69.9,2,34.95,0,1,0,False,False,False,True,False,True,False,False,False,False,True,False,5,2,1,8,Developing,3
1222-KJNZD,Male,0,1,1,40,1,0,0,0,0,0,0,0,1,20.4,745.3,,816.0,1,18.178048780487803,0,0,0,False,False,False,False,False,False,True,False,True,False,False,False,3,1,2,6,At Risk,0
0106-GHRQR,Male,0,0,0,16,1,1,0,1,1,0,0,1,1,71.4,1212.1,,1142.4,5,71.3,1,0,0,False,False,False,False,False,False,False,True,False,False,False,True,4,4,3,11,Established,3
5318-IXUZF,Female,0,0,0,2,1,0,0,1,0,0,1,0,1,87.15,183.75,,174.3,4,61.25,1,1,0,False,False,False,False,False,True,False,False,False,False,False,True,5,3,1,9,Developing,3
3768-VHXQO,Male,0,1,0,67,1,1,0,0,0,0,0,0,0,24.85,1583.5,,1664.95,1,23.28676470588235,0,0,0,False,True,True,False,False,False,True,False,False,True,False,False,1,1,3,5,At Risk,0
8952-WCVCD,Female,0,1,0,41,1,0,1,1,1,0,1,1,1,104.45,4162.05,,4282.45,7,99.09642857142858,1,0,1,True,False,False,False,False,True,False,False,True,False,False,True,3,5,4,12,Established,1
2418-TPEUN,Female,0,1,1,56,1,0,0,0,0,0,0,0,1,19.8,1119.9,,1108.8,1,19.647368421052636,0,0,0,False,True,True,False,False,False,True,False,False,True,False,False,2,1,3,6,At Risk,0
3963-RYFNS,Female,0,0,0,72,1,1,1,1,1,1,1,1,1,116.45,8013.55,,8384.4,8,109.77465753424656,1,0,1,False,True,False,False,False,True,False,False,False,True,False,True,1,5,5,11,Established,2
3198-VELRD,Female,0,1,1,3,1,1,0,0,0,0,0,1,1,84.75,264.85,,254.25,3,66.2125,1,1,0,False,False,False,False,False,True,False,False,False,False,False,True,5,2,1,8,Developing,3
8540-ZQGEA,Female,0,1,0,54,1,0,0,0,0,0,0,0,0,20.05,1102.4,,1082.7,1,20.043636363636367,0,0,0,False,True,True,False,False,False,True,False,False,True,False,False,2,1,3,6,At Risk,0
1320-REHCS,Male,1,0,0,52,1,1,0,1,1,1,1,1,1,110.75,5832.0,,5759.0,7,110.0377358490566,1,0,1,False,False,False,True,False,True,False,False,False,True,False,True,2,5,5,12,Established,2
4137-JOPHL,Female,0,0,0,50,1,0,0,0,1,1,0,1,1,89.7,4304.5,,4485.0,5,84.40196078431373,1,0,1,False,True,False,False,False,True,False,False,False,True,False,True,2,4,5,11,Established,1
9436-ZBZCT,Male,0,0,0,14,1,1,0,0,0,1,1,0,1,89.95,1178.4,,1259.3,4,78.56,1,0,0,False,False,False,True,False,True,False,True,False,False,False,True,5,3,3,11,Established,3
7801-CEDNV,Male,0,1,0,27,1,0,1,0,0,0,0,0,0,48.7,1421.75,,1314.9,3,50.77678571428572,1,0,0,True,False,True,False,False,False,False,False,True,False,True,False,4,2,3,9,Developing,3
2057-BOYKM,Female,1,1,0,72,1,1,1,1,1,1,0,0,1,96.6,6827.5,,6955.2,6,93.52739726027396,1,0,1,False,True,False,False,False,True,False,False,False,True,False,True,1,5,5,11,Established,2
3658-QQJYD,Male,0,0,0,62,1,0,1,1,0,0,1,1,1,74.3,4698.05,,4606.599999999999,6,74.57222222222222,1,0,1,True,False,True,False,False,False,False,False,False,True,False,True,1,5,5,11,Established,2
1803-BGNBD,Female,0,0,0,12,1,0,0,1,0,1,0,0,1,54.3,654.5,,651.5999999999999,4,50.34615384615385,1,0,0,False,False,False,True,False,False,False,False,False,False,True,False,5,3,2,10,Established,3
0134-XWXCE,Female,1,0,0,44,1,0,0,0,1,1,1,1,0,74.85,3268.05,,3293.4,6,72.62333333333333,1,0,0,True,False,False,False,False,False,False,False,True,False,False,True,2,5,4,11,Established,1
6950-TWMYB,Male,0,1,1,54,1,0,0,1,0,1,0,0,1,79.95,4362.05,,4317.3,4,79.31,1,0,1,False,True,False,False,False,True,False,False,False,True,False,True,2,3,4,9,Developing,1
5848-FHRFC,Female,0,0,0,68,1,0,0,0,0,0,0,0,0,20.05,1386.9,,1363.4,1,20.1,0,0,0,False,True,False,False,False,False,True,False,False,True,False,False,1,1,3,5,At Risk,0
2243-FNMMI,Male,0,0,0,20,1,0,0,0,0,0,0,0,0,19.4,415.4,,388.0,1,19.780952380952375,0,0,0,False,False,False,False,True,False,True,True,False,False,False,False,4,1,2,7,Developing,0
2511-MORQY,Male,0,1,1,50,1,1,0,0,1,0,0,0,0,54.9,2614.1,,2745.0,3,51.25686274509804,1,0,0,True,False,False,False,False,False,False,False,False,True,True,False,2,2,4,8,Developing,1
5356-KZCKT,Male,0,0,0,58,1,1,0,0,0,0,0,0,1,24.45,1513.6,,1418.1,1,25.65423728813559,0,0,0,False,True,True,False,False,False,True,False,False,True,False,False,1,1,3,5,At Risk,0
9470-XCCEM,Male,0,1,1,35,1,1,0,1,0,0,1,0,1,89.65,3161.6,,3137.75,4,87.82222222222222,1,0,0,False,False,False,False,False,True,False,False,True,False,False,True,3,3,4,10,Established,1
6519-CFDBX,Female,0,0,0,2,1,0,0,0,0,0,0,0,1,45.4,80.95,,90.8,2,26.98333333333333,0,1,0,False,False,False,True,False,False,False,False,False,False,True,False,5,2,1,8,Developing,3
3902-MIVLE,Male,0,1,1,63,1,1,1,0,1,1,0,1,0,75.7,4676.7,,4769.1,6,73.0734375,1,0,1,False,True,False,False,True,False,False,False,False,True,False,True,1,5,5,11,Established,2
0409-WTMPL,Female,0,1,0,58,1,1,1,1,1,0,1,1,1,110.65,6526.65,,6417.700000000001,7,110.62118644067796,1,0,1,True,False,True,False,False,True,False,False,False,True,False,True,1,5,5,11,Established,2
8763-KIAFH,Female,0,1,1,27,1,0,0,0,0,0,0,0,1,20.55,583.3,,554.85,1,20.832142857142856,0,0,0,True,False,False,False,True,False,True,False,True,False,False,False,4,1,2,7,Developing,0
3669-WHAFY,Female,0,1,0,71,1,1,1,1,1,1,1,1,1,115.15,8078.1,,8175.650000000001,8,112.19583333333334,1,0,1,False,True,True,False,False,True,False,False,False,True,False,True,1,5,5,11,Established,2
3055-VTCGS,Female,0,0,0,63,1,0,0,0,1,0,0,1,0,58.55,3503.5,,3688.65,4,54.7421875,1,0,0,True,False,True,False,False,False,False,False,False,True,True,False,1,3,4,8,Developing,1
3144-KMTWZ,Male,0,1,0,71,1,1,0,1,1,0,0,1,1,93.25,6669.45,,6620.75,5,92.63125,1,0,1,False,False,False,False,False,True,False,False,False,True,False,True,1,4,5,10,Established,2
7279-BUYWN,Female,1,0,0,41,1,1,1,1,1,0,1,1,1,113.2,4689.5,,4641.2,7,111.6547619047619,1,0,1,False,False,False,True,False,True,False,False,True,False,False,True,3,5,5,13,Champions,2
7156-MHUGY,Male,1,0,0,13,1,0,0,0,0,0,1,1,1,90.5,1201.15,,1176.5,4,85.79642857142858,1,0,0,False,False,False,True,False,True,False,True,False,False,False,True,5,3,3,11,Established,3
7198-GLXTC,Male,0,0,0,2,1,0,0,0,0,0,1,0,0,79.0,143.65,,158.0,3,47.88333333333333,1,1,0,False,False,False,True,False,True,False,False,False,False,False,True,5,2,1,8,Developing,3
2007-QVGAW,Female,0,1,1,68,1,0,0,0,0,0,0,0,1,19.35,1292.65,,1315.8000000000002,1,18.734057971014494,0,0,0,False,True,False,False,False,False,True,False,False,True,False,False,1,1,3,5,At Risk,0
5207-PLSTK,Male,0,1,1,1,1,0,1,0,0,0,0,0,1,48.75,48.75,,48.75,3,24.375,1,1,0,False,False,False,False,True,False,False,False,False,False,True,False,5,2,1,8,Developing,3
2307-FYNNL,Male,1,0,0,65,1,1,1,0,1,1,1,1,1,109.05,7108.2,,7088.25,7,107.7,1,0,1,False,True,False,True,False,True,False,False,False,True,False,True,1,5,5,11,Established,2
5605-XNWEN,Male,1,1,0,72,1,1,0,0,0,0,0,0,1,25.0,1802.55,,1800.0,1,24.692465753424656,0,0,0,False,True,False,False,False,False,True,False,False,True,False,False,1,1,3,5,At Risk,0
2155-AMQRX,Female,0,0,0,28,1,1,0,0,0,1,0,0,1,54.9,1505.15,,1537.2,3,51.90172413793104,1,0,0,False,False,True,False,False,False,False,False,True,False,True,False,4,2,3,9,Developing,3
6181-AXXYF,Male,0,1,1,72,1,1,0,0,0,0,0,0,0,24.75,1859.1,,1782.0,1,25.46712328767123,0,0,0,False,True,True,False,False,False,True,False,False,True,False,False,1,1,3,5,At Risk,0
5091-HFAZW,Female,0,0,0,2,1,0,1,1,0,0,1,0,1,91.15,168.5,,182.3,5,56.16666666666666,1,1,0,False,False,False,True,False,True,False,False,False,False,False,True,5,4,1,10,Established,3
0516-VRYBW,Female,0,0,1,18,1,0,0,0,0,0,0,0,0,20.15,390.85,,362.7,1,20.571052631578947,0,0,0,True,False,False,False,False,False,True,True,False,False,False,False,4,1,2,7,Developing,0
2519-LBNQL,Male,1,1,0,60,1,1,0,1,1,0,1,1,1,104.35,6339.45,,6261.0,6,103.92540983606555,1,0,1,True,False,False,True,False,True,False,False,False,True,False,True,1,5,5,11,Established,2
8623-ULFNQ,Female,1,0,0,26,1,1,0,0,0,1,0,1,1,66.05,1652.4,,1717.3,4,61.2,1,0,0,False,False,False,True,False,False,False,False,True,False,True,False,4,3,3,10,Established,3
8380-PEFPE,Male,0,0,1,1,1,0,0,0,0,0,0,0,1,71.65,71.65,,71.65,2,35.825,0,1,0,False,False,False,True,False,True,False,False,False,False,False,True,5,2,1,8,Developing,3
5687-DKDTV,Female,0,0,0,4,1,0,0,0,0,0,0,0,0,20.35,77.5,,81.4,1,15.5,0,1,0,False,False,False,False,True,False,True,False,False,False,False,False,5,1,1,7,Developing,0
1568-LJSZU,Male,0,1,1,68,1,1,1,1,1,1,1,1,1,92.2,6392.85,,6269.6,8,92.65,1,0,1,False,True,True,False,False,False,False,False,False,True,False,True,1,5,5,11,Established,2
7530-HDYDS,Female,0,0,0,38,1,0,0,1,1,1,0,0,1,84.25,3264.5,,3201.5,5,83.7051282051282,1,0,0,False,False,True,False,False,True,False,False,True,False,False,True,3,4,4,11,Established,1
7789-HKSBS,Female,1,1,0,42,1,1,1,0,1,0,1,1,1,105.2,4599.15,,4418.400000000001,6,106.95697674418604,1,0,1,True,False,False,False,False,True,False,False,True,False,False,True,3,5,4,12,Established,1
7416-CKTEP,Female,0,1,0,57,1,0,0,0,0,0,0,0,1,19.6,1134.25,,1117.2,1,19.55603448275862,0,0,0,False,True,False,False,False,False,True,False,False,True,False,False,2,1,3,6,At Risk,0
2586-CWXVV,Male,0,1,0,54,0,0,0,1,0,0,0,0,0,30.4,1621.35,,1641.6,2,29.479090909090907,0,0,0,False,False,False,True,False,False,False,False,False,True,False,False,2,2,3,7,Developing,0
3096-IZETN,Female,0,0,0,12,1,0,0,0,0,0,0,1,0,78.1,947.3,,937.2,3,72.86923076923077,1,0,0,False,False,False,False,False,True,False,False,False,False,False,True,5,2,2,9,Developing,3
2348-KCJLT,Female,0,1,0,44,1,0,1,1,1,0,0,0,1,61.5,2722.2,,2706.0,5,60.49333333333333,1,0,0,True,False,False,False,True,False,False,False,True,False,True,False,2,4,4,10,Established,1
8401-EMUWF,Male,0,1,1,42,1,1,1,1,0,0,1,0,1,69.4,3058.3,,2914.8,5,71.12325581395349,1,0,0,False,False,False,False,False,False,False,False,True,False,True,False,3,4,4,11,Established,1
4193-IBKSW,Male,0,1,1,72,1,1,0,0,0,0,0,0,0,24.75,1769.6,,1782.0,1,24.24109589041096,0,0,0,False,True,False,False,False,False,True,False,False,True,False,False,1,1,3,5,At Risk,0
5377-NDTOU,Female,0,1,1,71,1,1,1,1,1,1,1,1,0,91.05,6293.75,,6464.55,8,87.41319444444444,1,0,1,False,True,False,False,True,False,False,False,False,True,False,True,1,5,5,11,Established,2
5922-ABDVO,Female,0,1,0,19,1,1,0,0,1,0,0,1,0,89.65,1761.05,,1703.35,4,88.0525,1,0,0,False,False,False,False,True,True,False,True,False,False,False,True,4,3,3,10,Established,3
2474-LCNUE,Female,0,1,0,23,1,1,0,0,0,1,1,1,1,73.65,1642.75,,1693.95,5,68.44791666666667,1,0,0,False,False,True,False,False,False,False,True,False,False,False,True,4,4,3,11,Established,3
0839-QNXME,Female,0,0,0,30,1,0,0,0,0,0,0,0,0,19.4,578.5,,582.0,1,18.661290322580644,0,0,0,False,True,True,False,False,False,True,False,True,False,False,False,3,1,2,6,At Risk,0
3506-OVLKD,Male,0,0,0,35,1,1,0,0,0,0,0,0,0,26.2,954.9,,917.0,1,26.525,0,0,0,True,False,False,False,False,False,True,False,True,False,False,False,3,1,2,6,At Risk,0
9172-ANCRX,Female,0,0,0,10,1,1,1,0,0,0,1,1,1,98.7,973.25,,987.0,5,88.47727272727273,1,0,0,False,False,False,True,False,True,False,False,False,False,False,True,5,4,3,12,Established,3
6650-VJONK,Male,0,0,0,1,1,0,0,0,0,0,0,0,1,43.85,43.85,,43.85,2,21.925,0,1,0,False,False,False,False,False,False,False,False,False,False,True,False,5,2,1,8,Developing,3
2178-PMGCJ,Male,0,0,0,22,1,0,0,0,0,0,0,0,1,69.7,1490.4,,1533.4,2,64.8,0,0,0,False,False,False,False,True,True,False,True,False,False,True,False,4,2,3,9,Developing,3
7492-TAFJD,Male,0,1,1,7,0,0,1,1,1,0,0,0,0,38.55,280.0,,269.85,4,35.0,1,0,0,False,True,False,False,True,False,False,False,False,False,True,False,5,3,2,10,Established,3
2773-MADBQ,Female,0,0,0,36,0,0,1,1,1,1,0,1,1,53.1,1901.25,,1911.6,6,51.38513513513514,1,0,0,False,True,False,False,True,False,False,False,True,False,True,False,3,5,3,11,Established,1
6016-LVTJQ,Female,0,1,1,34,1,0,0,0,0,0,0,0,0,20.65,716.4,,702.0999999999999,1,20.468571428571423,0,0,0,False,False,False,False,True,False,True,False,True,False,False,False,3,1,2,6,At Risk,0
7860-KSUGX,Male,0,1,1,72,1,1,1,1,1,0,0,0,0,64.45,4720.0,,4640.400000000001,5,64.65753424657534,1,0,1,False,True,True,False,False,False,False,False,False,True,True,False,1,4,5,10,Established,1
8966-KZXXA,Male,0,1,1,36,1,1,0,0,0,0,0,0,0,25.1,930.95,,903.6,1,25.16081081081081,0,0,0,False,True,True,False,False,False,True,False,True,False,False,False,3,1,2,6,At Risk,0
6910-HADCM,Female,0,0,0,1,1,0,0,0,1,0,0,0,0,76.35,76.35,,76.35,3,38.175,1,1,0,False,False,False,True,False,True,False,False,False,False,False,True,5,2,1,8,Developing,3
4816-LXZYW,Female,0,0,0,23,1,1,0,1,0,0,0,0,1,79.15,1676.95,,1820.45,3,69.87291666666667,1,0,0,False,False,False,True,False,True,False,True,False,False,False,True,4,2,3,9,Developing,3
9606-PBKBQ,Male,1,1,0,32,1,1,0,0,0,0,0,1,1,85.0,2642.05,,2720.0,3,80.06212121212121,1,0,0,False,False,False,True,False,True,False,False,True,False,False,True,3,2,4,9,Developing,1
5149-QYTTU,Female,0,1,1,71,1,1,1,1,1,1,0,0,1,95.15,6770.85,,6755.650000000001,6,94.03958333333334,1,0,1,True,False,True,False,False,True,False,False,False,True,False,True,1,5,5,11,Established,2
2070-XYMFH,Female,1,0,0,23,1,1,0,0,1,0,0,0,1,79.35,1835.3,,1825.05,3,76.47083333333333,1,0,0,False,False,False,False,True,True,False,True,False,False,False,True,4,2,3,9,Developing,3
2085-BOJKI,Male,0,1,0,17,1,0,0,0,1,0,1,1,1,96.65,1588.25,,1643.0500000000002,5,88.23611111111111,1,0,0,True,False,False,False,False,True,False,True,False,False,False,True,4,4,3,11,Established,3
0817-HSUSE,Male,0,0,0,1,1,0,0,0,1,1,1,1,1,75.5,75.5,,75.5,6,37.75,1,1,0,False,False,False,True,False,False,False,False,False,False,False,True,5,5,1,11,Established,3
5442-PPTJY,Male,0,1,1,12,1,0,0,0,0,0,0,0,0,19.7,258.35,,236.4,1,19.87307692307693,0,0,0,False,True,False,False,True,False,True,False,False,False,False,False,5,1,1,7,Developing,0
1927-QEWMY,Female,0,1,0,72,1,0,0,0,0,0,0,0,0,20.5,1502.25,,1476.0,1,20.578767123287676,0,0,0,False,True,True,False,False,False,True,False,False,True,False,False,1,1,3,5,At Risk,0
1663-MHLHE,Male,0,0,0,1,1,0,0,0,0,0,0,0,0,19.2,19.2,,19.2,1,9.6,0,1,0,False,False,False,False,True,False,True,False,False,False,False,False,5,1,1,7,Developing,0
5663-QBGIS,Male,1,1,0,72,1,1,0,1,0,0,1,1,0,98.35,6929.4,,7081.2,5,94.92328767123288,1,0,1,False,True,False,False,False,True,False,False,False,True,False,True,1,4,5,10,Established,2
4450-MDZFX,Male,0,1,1,60,1,1,0,0,0,0,0,0,0,74.35,4453.3,,4461.0,2,73.00491803278689,0,0,1,False,False,False,False,False,True,False,False,False,True,False,True,1,2,4,7,Developing,1
6701-DHKWQ,Female,0,1,1,61,0,0,0,1,1,1,1,0,0,51.35,3244.4,,3132.35,5,52.32903225806452,1,0,0,False,True,True,False,False,False,False,False,False,True,True,False,1,4,4,9,Developing,1
7554-AKDQF,Female,0,1,0,6,1,0,0,0,0,0,0,0,0,45.65,323.45,,273.9,2,46.207142857142856,0,1,0,False,False,False,False,True,False,False,False,False,False,True,False,5,2,2,9,Developing,3
3536-IQCTX,Male,1,1,0,32,1,1,0,0,0,0,0,1,0,85.3,2661.1,,2729.6,3,80.63939393939394,1,0,0,False,False,False,True,False,True,False,False,True,False,False,True,3,2,4,9,Developing,1
4911-BANWH,Female,0,0,1,31,1,1,0,0,0,0,1,0,1,86.55,2697.4,,2683.05,3,84.29375,1,0,0,False,False,True,False,False,True,False,False,True,False,False,True,3,2,4,9,Developing,1
8496-EJAUI,Male,0,0,0,19,1,0,0,1,0,0,0,0,1,73.85,1424.5,,1403.15,3,71.225,1,0,0,False,False,True,False,False,True,False,True,False,False,False,True,4,2,3,9,Developing,3
0794-YVSGE,Male,0,1,1,72,1,0,0,0,0,0,0,0,0,20.3,1401.15,,1461.6,1,19.19383561643836,0,0,0,False,True,False,False,False,False,True,False,False,True,False,False,1,1,3,5,At Risk,0
5423-BHIXO,Female,0,0,0,32,1,1,0,1,0,0,0,0,1,54.2,1739.6,,1734.4,3,52.71515151515151,1,0,0,False,False,False,True,False,False,False,False,True,False,True,False,3,2,3,8,Developing,3
6908-VVYHM,Male,0,1,0,65,1,1,0,1,0,0,0,1,1,90.65,5931.0,,5892.25,4,89.86363636363636,1,0,1,False,False,False,True,False,True,False,False,False,True,False,True,1,3,5,9,Developing,2
2959-EEXWB,Female,0,1,1,45,0,0,1,0,0,0,1,1,1,50.9,2333.85,,2290.5,4,50.73586956521739,1,0,0,False,False,False,False,False,False,False,False,True,False,True,False,2,3,4,9,Developing,1
1839-UMACK,Male,0,0,0,42,1,1,0,0,0,0,0,0,0,25.05,949.85,,1052.1,1,22.08953488372093,0,0,0,True,False,False,True,False,False,True,False,True,False,False,False,3,1,3,7,Developing,0
3030-YDNRM,Male,0,0,0,8,1,1,0,0,0,0,0,0,1,74.85,572.45,,598.8,2,63.60555555555556,0,0,0,False,False,False,True,False,True,False,False,False,False,False,True,5,2,2,9,Developing,3
7321-KKSDU,Male,0,0,1,32,1,0,0,0,0,0,0,0,0,20.5,696.8,,656.0,1,21.115151515151517,0,0,0,False,True,False,False,True,False,True,False,True,False,False,False,3,1,2,6,At Risk,0
3402-XRIUO,Female,1,1,0,22,1,1,1,1,0,1,0,0,1,63.55,1381.8,,1398.1,5,60.07826086956521,1,0,0,False,False,False,False,True,False,False,True,False,False,True,False,4,4,3,11,Established,3
3132-TVFDZ,Male,1,1,0,57,0,0,0,0,0,0,1,1,1,44.85,2572.95,,2556.4500000000003,3,44.36120689655172,1,0,0,False,False,False,True,False,False,False,False,False,True,True,False,2,2,4,8,Developing,1
8286-AFUYI,Male,0,0,0,1,1,0,1,0,0,0,0,0,0,47.95,47.95,,47.95,3,23.975,1,1,0,False,False,False,True,False,False,False,False,False,False,True,False,5,2,1,8,Developing,3
8080-DDEMJ,Male,1,0,0,1,1,0,0,0,0,0,0,0,0,45.1,45.1,,45.1,2,22.55,0,1,0,False,False,False,True,False,False,False,False,False,False,True,False,5,2,1,8,Developing,3
8356-WUAOJ,Female,0,1,0,1,1,0,0,0,0,0,0,0,1,45.0,45.0,,45.0,2,22.5,0,1,0,False,False,False,True,False,False,False,False,False,False,True,False,5,2,1,8,Developing,3
6365-MTGZX,Male,0,0,0,24,1,0,0,0,0,1,1,1,1,96.0,2122.45,,2304.0,5,84.898,1,0,0,False,False,False,True,False,True,False,True,False,False,False,True,4,4,4,12,Established,1
1349-WXNGG,Male,0,0,0,1,1,0,0,0,0,0,0,0,0,20.05,20.05,,20.05,1,10.025,0,1,0,False,False,False,False,False,False,True,False,False,False,False,False,5,1,1,7,Developing,0
8058-DMYRU,Male,1,0,0,54,1,1,0,1,0,0,0,1,1,90.05,4931.8,,4862.7,4,89.66909090909091,1,0,1,False,False,False,True,False,True,False,False,False,True,False,True,2,3,5,10,Established,1
9350-ZXYJC,Female,0,0,0,4,1,1,0,0,0,0,0,0,1,25.3,116.95,,101.2,1,23.39,0,1,0,False,True,True,False,False,False,True,False,False,False,False,False,5,1,1,7,Developing,0
6990-YNRIO,Male,0,1,1,65,1,1,1,0,1,1,1,1,0,108.65,6937.95,,7062.25,7,105.12045454545456,1,0,1,False,True,False,False,False,True,False,False,False,True,False,True,1,5,5,11,Established,2
8958-JPTRR,Female,0,1,0,56,1,1,0,0,0,0,0,0,0,24.3,1261.7,,1360.8,1,22.135087719298248,0,0,0,True,False,False,True,False,False,True,False,False,True,False,False,2,1,3,6,At Risk,0
6959-GQEGV,Male,0,0,0,45,1,0,1,0,1,0,1,1,1,75.95,3273.8,,3417.75,6,71.16956521739131,1,0,0,False,False,False,True,False,False,False,False,True,False,False,True,2,5,4,11,Established,1
3173-WSSUE,Female,0,1,1,71,1,0,0,0,0,0,0,0,0,19.7,1415.85,,1398.7,1,19.664583333333333,0,0,0,False,True,True,False,False,False,True,False,False,True,False,False,1,1,3,5,At Risk,0
1265-HVPZB,Male,0,1,0,59,1,0,1,1,1,0,1,0,0,66.4,3958.2,,3917.6,6,65.97,1,0,1,True,False,True,False,False,False,False,False,False,True,True,False,1,5,4,10,Established,1
4115-UMJFQ,Male,0,0,0,69,0,0,0,1,1,0,0,0,1,35.75,2492.25,,2466.75,3,35.60357142857143,1,0,0,True,False,False,False,False,False,False,False,False,True,True,False,1,2,4,7,Developing,1
7369-TRPFD,Male,0,0,0,19,1,0,0,0,0,0,0,0,0,18.8,279.2,,357.2,1,13.96,0,0,0,True,False,False,False,True,False,True,True,False,False,False,False,4,1,2,7,Developing,0
1098-KFQEC,Female,0,1,1,55,1,0,0,0,0,0,0,0,0,19.4,1083.0,,1067.0,1,19.339285714285715,0,0,0,False,True,True,False,False,False,True,False,False,True,False,False,2,1,3,6,At Risk,0
7190-XHTWJ,Female,0,0,0,38,1,0,0,0,0,0,0,0,0,19.3,755.5,,733.4,1,19.371794871794872,0,0,0,True,False,False,False,True,False,True,False,True,False,False,False,3,1,2,6,At Risk,0
0621-TWIEM,Male,0,0,0,10,1,0,0,0,0,0,0,0,1,45.55,402.6,,455.5,2,36.6,0,0,0,False,False,False,True,False,False,False,False,False,False,True,False,5,2,2,9,Developing,3
3537-RYBHH,Female,1,1,0,47,1,1,1,1,1,0,0,0,1,67.45,3252.0,,3170.15,5,67.75,1,0,0,False,False,True,False,False,False,False,False,True,False,True,False,2,4,4,10,Established,1
2485-ITVKB,Female,0,1,0,2,0,0,0,0,0,0,0,1,1,35.1,68.75,,70.2,2,22.916666666666668,0,1,0,False,False,False,True,False,False,False,False,False,False,True,False,5,2,1,8,Developing,0
3669-OYSJI,Male,0,0,0,1,1,0,0,0,0,0,0,0,0,46.2,46.2,,46.2,2,23.1,0,1,0,False,False,True,False,False,False,False,False,False,False,True,False,5,2,1,8,Developing,3
1612-EOHDH,Female,0,0,0,1,1,0,0,0,0,0,0,0,0,45.15,45.15,,45.15,2,22.575,0,1,0,False,False,False,True,False,False,False,False,False,False,True,False,5,2,1,8,Developing,3
6702-OHFWR,Male,1,0,0,1,0,0,0,1,1,0,0,1,1,43.3,43.3,,43.3,4,21.65,1,1,0,False,False,False,True,False,False,False,False,False,False,True,False,5,3,1,9,Developing,3
5296-BFCYD,Male,0,1,1,46,1,0,0,0,0,0,0,0,1,20.1,936.85,,924.6,1,19.93297872340425,0,0,0,False,True,False,False,True,False,True,False,True,False,False,False,2,1,2,5,At Risk,0
4510-PYUSH,Female,1,0,0,38,1,0,1,1,0,0,0,0,1,57.15,2250.65,,2171.7,4,57.70897435897436,1,0,0,False,False,True,False,False,False,False,False,True,False,True,False,3,3,4,10,Established,1
